#    L    TT             EE             BB             TE             PP             TP             EP
  9487    0.18260E-02    0.14938E-06    0.00000E+00    0.32751E-04    0.17571E-09    0.35219E-08    0.51781E-11
  9488    0.18251E-02    0.14887E-06    0.00000E+00    0.32739E-04    0.17568E-09    0.35224E-08    0.51758E-11
  9489    0.18243E-02    0.14836E-06    0.00000E+00    0.32727E-04    0.17565E-09    0.35228E-08    0.51735E-11
  9490    0.18234E-02    0.14785E-06    0.00000E+00    0.32714E-04    0.17562E-09    0.35233E-08    0.51712E-11
  9491    0.18226E-02    0.14735E-06    0.00000E+00    0.32702E-04    0.17559E-09    0.35237E-08    0.51689E-11
  9492    0.18217E-02    0.14686E-06    0.00000E+00    0.32689E-04    0.17556E-09    0.35242E-08    0.51666E-11
  9493    0.18209E-02    0.14638E-06    0.00000E+00    0.32677E-04    0.17553E-09    0.35247E-08    0.51643E-11
  9494    0.18200E-02    0.14590E-06    0.00000E+00    0.32664E-04    0.17550E-09    0.35251E-08    0.51620E-11
  9495    0.18192E-02    0.14543E-06    0.00000E+00    0.32652E-04    0.17547E-09    0.35256E-08    0.51597E-11
  9496    0.18183E-02    0.14496E-06    0.00000E+00    0.32639E-04    0.17544E-09    0.35261E-08    0.51574E-11
  9497    0.18175E-02    0.14450E-06    0.00000E+00    0.32626E-04    0.17540E-09    0.35265E-08    0.51552E-11
  9498    0.18167E-02    0.14405E-06    0.00000E+00    0.32613E-04    0.17537E-09    0.35270E-08    0.51529E-11
  9499    0.18158E-02    0.14360E-06    0.00000E+00    0.32600E-04    0.17534E-09    0.35275E-08    0.51506E-11
  9500    0.18150E-02    0.14316E-06    0.00000E+00    0.32587E-04    0.17531E-09    0.35280E-08    0.51484E-11
  9501    0.18142E-02    0.14273E-06    0.00000E+00    0.32574E-04    0.17528E-09    0.35285E-08    0.51461E-11
  9502    0.18133E-02    0.14230E-06    0.00000E+00    0.32561E-04    0.17525E-09    0.35289E-08    0.51439E-11
  9503    0.18125E-02    0.14188E-06    0.00000E+00    0.32548E-04    0.17522E-09    0.35294E-08    0.51417E-11
  9504    0.18117E-02    0.14147E-06    0.00000E+00    0.32535E-04    0.17519E-09    0.35299E-08    0.51395E-11
  9505    0.18108E-02    0.14106E-06    0.00000E+00    0.32522E-04    0.17516E-09    0.35304E-08    0.51372E-11
  9506    0.18100E-02    0.14066E-06    0.00000E+00    0.32508E-04    0.17512E-09    0.35309E-08    0.51350E-11
  9507    0.18092E-02    0.14027E-06    0.00000E+00    0.32495E-04    0.17509E-09    0.35314E-08    0.51328E-11
  9508    0.18084E-02    0.13988E-06    0.00000E+00    0.32481E-04    0.17506E-09    0.35319E-08    0.51306E-11
  9509    0.18075E-02    0.13950E-06    0.00000E+00    0.32468E-04    0.17503E-09    0.35324E-08    0.51284E-11
  9510    0.18067E-02    0.13912E-06    0.00000E+00    0.32454E-04    0.17500E-09    0.35329E-08    0.51263E-11
  9511    0.18059E-02    0.13875E-06    0.00000E+00    0.32440E-04    0.17497E-09    0.35335E-08    0.51241E-11
  9512    0.18051E-02    0.13839E-06    0.00000E+00    0.32427E-04    0.17494E-09    0.35340E-08    0.51219E-11
  9513    0.18042E-02    0.13803E-06    0.00000E+00    0.32413E-04    0.17491E-09    0.35345E-08    0.51197E-11
  9514    0.18034E-02    0.13768E-06    0.00000E+00    0.32399E-04    0.17488E-09    0.35350E-08    0.51176E-11
  9515    0.18026E-02    0.13734E-06    0.00000E+00    0.32385E-04    0.17485E-09    0.35355E-08    0.51154E-11
  9516    0.18018E-02    0.13700E-06    0.00000E+00    0.32371E-04    0.17482E-09    0.35361E-08    0.51133E-11
  9517    0.18010E-02    0.13667E-06    0.00000E+00    0.32357E-04    0.17478E-09    0.35366E-08    0.51111E-11
  9518    0.18002E-02    0.13634E-06    0.00000E+00    0.32343E-04    0.17475E-09    0.35371E-08    0.51090E-11
  9519    0.17994E-02    0.13602E-06    0.00000E+00    0.32329E-04    0.17472E-09    0.35377E-08    0.51069E-11
  9520    0.17985E-02    0.13571E-06    0.00000E+00    0.32314E-04    0.17469E-09    0.35382E-08    0.51047E-11
  9521    0.17977E-02    0.13540E-06    0.00000E+00    0.32300E-04    0.17466E-09    0.35387E-08    0.51026E-11
  9522    0.17969E-02    0.13510E-06    0.00000E+00    0.32286E-04    0.17463E-09    0.35393E-08    0.51005E-11
  9523    0.17961E-02    0.13481E-06    0.00000E+00    0.32271E-04    0.17460E-09    0.35398E-08    0.50984E-11
  9524    0.17953E-02    0.13452E-06    0.00000E+00    0.32257E-04    0.17457E-09    0.35404E-08    0.50963E-11
  9525    0.17945E-02    0.13424E-06    0.00000E+00    0.32242E-04    0.17454E-09    0.35409E-08    0.50942E-11
  9526    0.17937E-02    0.13396E-06    0.00000E+00    0.32228E-04    0.17451E-09    0.35415E-08    0.50921E-11
  9527    0.17929E-02    0.13369E-06    0.00000E+00    0.32213E-04    0.17448E-09    0.35421E-08    0.50900E-11
  9528    0.17921E-02    0.13342E-06    0.00000E+00    0.32198E-04    0.17444E-09    0.35426E-08    0.50880E-11
  9529    0.17913E-02    0.13317E-06    0.00000E+00    0.32183E-04    0.17441E-09    0.35432E-08    0.50859E-11
  9530    0.17905E-02    0.13291E-06    0.00000E+00    0.32169E-04    0.17438E-09    0.35437E-08    0.50838E-11
  9531    0.17897E-02    0.13267E-06    0.00000E+00    0.32154E-04    0.17435E-09    0.35443E-08    0.50818E-11
  9532    0.17889E-02    0.13243E-06    0.00000E+00    0.32139E-04    0.17432E-09    0.35449E-08    0.50797E-11
  9533    0.17881E-02    0.13220E-06    0.00000E+00    0.32124E-04    0.17429E-09    0.35455E-08    0.50777E-11
  9534    0.17873E-02    0.13197E-06    0.00000E+00    0.32109E-04    0.17426E-09    0.35460E-08    0.50756E-11
  9535    0.17865E-02    0.13175E-06    0.00000E+00    0.32093E-04    0.17423E-09    0.35466E-08    0.50736E-11
  9536    0.17857E-02    0.13153E-06    0.00000E+00    0.32078E-04    0.17420E-09    0.35472E-08    0.50716E-11
  9537    0.17849E-02    0.13132E-06    0.00000E+00    0.32063E-04    0.17417E-09    0.35478E-08    0.50695E-11
  9538    0.17841E-02    0.13112E-06    0.00000E+00    0.32048E-04    0.17414E-09    0.35484E-08    0.50675E-11
  9539    0.17834E-02    0.13092E-06    0.00000E+00    0.32032E-04    0.17411E-09    0.35490E-08    0.50655E-11
  9540    0.17826E-02    0.13073E-06    0.00000E+00    0.32017E-04    0.17407E-09    0.35496E-08    0.50635E-11
  9541    0.17818E-02    0.13054E-06    0.00000E+00    0.32001E-04    0.17404E-09    0.35502E-08    0.50615E-11
  9542    0.17810E-02    0.13036E-06    0.00000E+00    0.31986E-04    0.17401E-09    0.35508E-08    0.50595E-11
  9543    0.17802E-02    0.13019E-06    0.00000E+00    0.31970E-04    0.17398E-09    0.35514E-08    0.50575E-11
  9544    0.17794E-02    0.13002E-06    0.00000E+00    0.31954E-04    0.17395E-09    0.35520E-08    0.50555E-11
  9545    0.17786E-02    0.12985E-06    0.00000E+00    0.31939E-04    0.17392E-09    0.35526E-08    0.50536E-11
  9546    0.17779E-02    0.12970E-06    0.00000E+00    0.31923E-04    0.17389E-09    0.35532E-08    0.50516E-11
  9547    0.17771E-02    0.12955E-06    0.00000E+00    0.31907E-04    0.17386E-09    0.35538E-08    0.50496E-11
  9548    0.17763E-02    0.12940E-06    0.00000E+00    0.31891E-04    0.17383E-09    0.35544E-08    0.50477E-11
  9549    0.17755E-02    0.12926E-06    0.00000E+00    0.31875E-04    0.17380E-09    0.35550E-08    0.50457E-11
  9550    0.17748E-02    0.12913E-06    0.00000E+00    0.31859E-04    0.17377E-09    0.35556E-08    0.50438E-11
  9551    0.17740E-02    0.12900E-06    0.00000E+00    0.31843E-04    0.17374E-09    0.35563E-08    0.50418E-11
  9552    0.17732E-02    0.12888E-06    0.00000E+00    0.31827E-04    0.17371E-09    0.35569E-08    0.50399E-11
  9553    0.17724E-02    0.12876E-06    0.00000E+00    0.31811E-04    0.17367E-09    0.35575E-08    0.50380E-11
  9554    0.17717E-02    0.12865E-06    0.00000E+00    0.31794E-04    0.17364E-09    0.35582E-08    0.50360E-11
  9555    0.17709E-02    0.12855E-06    0.00000E+00    0.31778E-04    0.17361E-09    0.35588E-08    0.50341E-11
  9556    0.17701E-02    0.12845E-06    0.00000E+00    0.31762E-04    0.17358E-09    0.35594E-08    0.50322E-11
  9557    0.17693E-02    0.12836E-06    0.00000E+00    0.31745E-04    0.17355E-09    0.35601E-08    0.50303E-11
  9558    0.17686E-02    0.12827E-06    0.00000E+00    0.31729E-04    0.17352E-09    0.35607E-08    0.50284E-11
  9559    0.17678E-02    0.12819E-06    0.00000E+00    0.31712E-04    0.17349E-09    0.35613E-08    0.50265E-11
  9560    0.17670E-02    0.12811E-06    0.00000E+00    0.31695E-04    0.17346E-09    0.35620E-08    0.50246E-11
  9561    0.17663E-02    0.12804E-06    0.00000E+00    0.31679E-04    0.17343E-09    0.35626E-08    0.50227E-11
  9562    0.17655E-02    0.12798E-06    0.00000E+00    0.31662E-04    0.17340E-09    0.35633E-08    0.50208E-11
  9563    0.17648E-02    0.12792E-06    0.00000E+00    0.31645E-04    0.17337E-09    0.35639E-08    0.50190E-11
  9564    0.17640E-02    0.12786E-06    0.00000E+00    0.31628E-04    0.17334E-09    0.35646E-08    0.50171E-11
  9565    0.17632E-02    0.12782E-06    0.00000E+00    0.31612E-04    0.17331E-09    0.35653E-08    0.50152E-11
  9566    0.17625E-02    0.12777E-06    0.00000E+00    0.31595E-04    0.17328E-09    0.35659E-08    0.50134E-11
  9567    0.17617E-02    0.12774E-06    0.00000E+00    0.31578E-04    0.17325E-09    0.35666E-08    0.50115E-11
  9568    0.17610E-02    0.12771E-06    0.00000E+00    0.31561E-04    0.17321E-09    0.35673E-08    0.50097E-11
  9569    0.17602E-02    0.12768E-06    0.00000E+00    0.31543E-04    0.17318E-09    0.35679E-08    0.50078E-11
  9570    0.17595E-02    0.12766E-06    0.00000E+00    0.31526E-04    0.17315E-09    0.35686E-08    0.50060E-11
  9571    0.17587E-02    0.12765E-06    0.00000E+00    0.31509E-04    0.17312E-09    0.35693E-08    0.50042E-11
  9572    0.17580E-02    0.12764E-06    0.00000E+00    0.31492E-04    0.17309E-09    0.35699E-08    0.50024E-11
  9573    0.17572E-02    0.12763E-06    0.00000E+00    0.31474E-04    0.17306E-09    0.35706E-08    0.50005E-11
  9574    0.17564E-02    0.12764E-06    0.00000E+00    0.31457E-04    0.17303E-09    0.35713E-08    0.49987E-11
  9575    0.17557E-02    0.12764E-06    0.00000E+00    0.31440E-04    0.17300E-09    0.35720E-08    0.49969E-11
  9576    0.17550E-02    0.12766E-06    0.00000E+00    0.31422E-04    0.17297E-09    0.35727E-08    0.49951E-11
  9577    0.17542E-02    0.12767E-06    0.00000E+00    0.31404E-04    0.17294E-09    0.35734E-08    0.49933E-11
  9578    0.17535E-02    0.12770E-06    0.00000E+00    0.31387E-04    0.17291E-09    0.35741E-08    0.49915E-11
  9579    0.17527E-02    0.12773E-06    0.00000E+00    0.31369E-04    0.17288E-09    0.35747E-08    0.49897E-11
  9580    0.17520E-02    0.12776E-06    0.00000E+00    0.31351E-04    0.17285E-09    0.35754E-08    0.49880E-11
  9581    0.17512E-02    0.12780E-06    0.00000E+00    0.31334E-04    0.17282E-09    0.35761E-08    0.49862E-11
  9582    0.17505E-02    0.12785E-06    0.00000E+00    0.31316E-04    0.17279E-09    0.35768E-08    0.49844E-11
  9583    0.17497E-02    0.12790E-06    0.00000E+00    0.31298E-04    0.17276E-09    0.35775E-08    0.49826E-11
  9584    0.17490E-02    0.12796E-06    0.00000E+00    0.31280E-04    0.17273E-09    0.35783E-08    0.49809E-11
  9585    0.17483E-02    0.12802E-06    0.00000E+00    0.31262E-04    0.17269E-09    0.35790E-08    0.49791E-11
  9586    0.17475E-02    0.12808E-06    0.00000E+00    0.31244E-04    0.17266E-09    0.35797E-08    0.49774E-11
  9587    0.17468E-02    0.12816E-06    0.00000E+00    0.31226E-04    0.17263E-09    0.35804E-08    0.49756E-11
  9588    0.17461E-02    0.12823E-06    0.00000E+00    0.31208E-04    0.17260E-09    0.35811E-08    0.49739E-11
  9589    0.17453E-02    0.12832E-06    0.00000E+00    0.31190E-04    0.17257E-09    0.35818E-08    0.49722E-11
  9590    0.17446E-02    0.12841E-06    0.00000E+00    0.31171E-04    0.17254E-09    0.35825E-08    0.49704E-11
  9591    0.17439E-02    0.12850E-06    0.00000E+00    0.31153E-04    0.17251E-09    0.35833E-08    0.49687E-11
  9592    0.17431E-02    0.12860E-06    0.00000E+00    0.31135E-04    0.17248E-09    0.35840E-08    0.49670E-11
  9593    0.17424E-02    0.12870E-06    0.00000E+00    0.31116E-04    0.17245E-09    0.35847E-08    0.49653E-11
  9594    0.17417E-02    0.12881E-06    0.00000E+00    0.31098E-04    0.17242E-09    0.35854E-08    0.49636E-11
  9595    0.17409E-02    0.12893E-06    0.00000E+00    0.31079E-04    0.17239E-09    0.35862E-08    0.49619E-11
  9596    0.17402E-02    0.12905E-06    0.00000E+00    0.31061E-04    0.17236E-09    0.35869E-08    0.49602E-11
  9597    0.17395E-02    0.12917E-06    0.00000E+00    0.31042E-04    0.17233E-09    0.35877E-08    0.49585E-11
  9598    0.17388E-02    0.12930E-06    0.00000E+00    0.31023E-04    0.17230E-09    0.35884E-08    0.49568E-11
  9599    0.17380E-02    0.12944E-06    0.00000E+00    0.31005E-04    0.17227E-09    0.35891E-08    0.49551E-11
  9600    0.17373E-02    0.12958E-06    0.00000E+00    0.30986E-04    0.17224E-09    0.35899E-08    0.49534E-11
  9601    0.17366E-02    0.12972E-06    0.00000E+00    0.30967E-04    0.17221E-09    0.35906E-08    0.49517E-11
  9602    0.17359E-02    0.12987E-06    0.00000E+00    0.30948E-04    0.17218E-09    0.35914E-08    0.49501E-11
  9603    0.17351E-02    0.13003E-06    0.00000E+00    0.30929E-04    0.17215E-09    0.35921E-08    0.49484E-11
  9604    0.17344E-02    0.13019E-06    0.00000E+00    0.30910E-04    0.17212E-09    0.35929E-08    0.49468E-11
  9605    0.17337E-02    0.13036E-06    0.00000E+00    0.30891E-04    0.17208E-09    0.35936E-08    0.49451E-11
  9606    0.17330E-02    0.13053E-06    0.00000E+00    0.30872E-04    0.17205E-09    0.35944E-08    0.49435E-11
  9607    0.17323E-02    0.13070E-06    0.00000E+00    0.30853E-04    0.17202E-09    0.35951E-08    0.49418E-11
  9608    0.17316E-02    0.13089E-06    0.00000E+00    0.30834E-04    0.17199E-09    0.35959E-08    0.49402E-11
  9609    0.17308E-02    0.13107E-06    0.00000E+00    0.30815E-04    0.17196E-09    0.35967E-08    0.49385E-11
  9610    0.17301E-02    0.13126E-06    0.00000E+00    0.30795E-04    0.17193E-09    0.35974E-08    0.49369E-11
  9611    0.17294E-02    0.13146E-06    0.00000E+00    0.30776E-04    0.17190E-09    0.35982E-08    0.49353E-11
  9612    0.17287E-02    0.13166E-06    0.00000E+00    0.30757E-04    0.17187E-09    0.35990E-08    0.49337E-11
  9613    0.17280E-02    0.13187E-06    0.00000E+00    0.30737E-04    0.17184E-09    0.35998E-08    0.49321E-11
  9614    0.17273E-02    0.13208E-06    0.00000E+00    0.30718E-04    0.17181E-09    0.36005E-08    0.49305E-11
  9615    0.17266E-02    0.13230E-06    0.00000E+00    0.30698E-04    0.17178E-09    0.36013E-08    0.49289E-11
  9616    0.17259E-02    0.13252E-06    0.00000E+00    0.30679E-04    0.17175E-09    0.36021E-08    0.49273E-11
  9617    0.17252E-02    0.13274E-06    0.00000E+00    0.30659E-04    0.17172E-09    0.36029E-08    0.49257E-11
  9618    0.17245E-02    0.13297E-06    0.00000E+00    0.30639E-04    0.17169E-09    0.36037E-08    0.49241E-11
  9619    0.17237E-02    0.13321E-06    0.00000E+00    0.30620E-04    0.17166E-09    0.36045E-08    0.49225E-11
  9620    0.17230E-02    0.13345E-06    0.00000E+00    0.30600E-04    0.17163E-09    0.36052E-08    0.49209E-11
  9621    0.17223E-02    0.13370E-06    0.00000E+00    0.30580E-04    0.17160E-09    0.36060E-08    0.49193E-11
  9622    0.17216E-02    0.13395E-06    0.00000E+00    0.30560E-04    0.17157E-09    0.36068E-08    0.49178E-11
  9623    0.17209E-02    0.13420E-06    0.00000E+00    0.30540E-04    0.17154E-09    0.36076E-08    0.49162E-11
  9624    0.17202E-02    0.13446E-06    0.00000E+00    0.30520E-04    0.17151E-09    0.36084E-08    0.49146E-11
  9625    0.17195E-02    0.13473E-06    0.00000E+00    0.30500E-04    0.17148E-09    0.36092E-08    0.49131E-11
  9626    0.17188E-02    0.13500E-06    0.00000E+00    0.30480E-04    0.17145E-09    0.36100E-08    0.49115E-11
  9627    0.17181E-02    0.13527E-06    0.00000E+00    0.30460E-04    0.17142E-09    0.36108E-08    0.49100E-11
  9628    0.17174E-02    0.13555E-06    0.00000E+00    0.30440E-04    0.17139E-09    0.36116E-08    0.49085E-11
  9629    0.17167E-02    0.13584E-06    0.00000E+00    0.30420E-04    0.17136E-09    0.36124E-08    0.49069E-11
  9630    0.17161E-02    0.13613E-06    0.00000E+00    0.30399E-04    0.17133E-09    0.36133E-08    0.49054E-11
  9631    0.17154E-02    0.13642E-06    0.00000E+00    0.30379E-04    0.17129E-09    0.36141E-08    0.49039E-11
  9632    0.17147E-02    0.13672E-06    0.00000E+00    0.30359E-04    0.17126E-09    0.36149E-08    0.49023E-11
  9633    0.17140E-02    0.13703E-06    0.00000E+00    0.30338E-04    0.17123E-09    0.36157E-08    0.49008E-11
  9634    0.17133E-02    0.13733E-06    0.00000E+00    0.30318E-04    0.17120E-09    0.36165E-08    0.48993E-11
  9635    0.17126E-02    0.13765E-06    0.00000E+00    0.30297E-04    0.17117E-09    0.36173E-08    0.48978E-11
  9636    0.17119E-02    0.13796E-06    0.00000E+00    0.30277E-04    0.17114E-09    0.36182E-08    0.48963E-11
  9637    0.17112E-02    0.13829E-06    0.00000E+00    0.30256E-04    0.17111E-09    0.36190E-08    0.48948E-11
  9638    0.17105E-02    0.13861E-06    0.00000E+00    0.30235E-04    0.17108E-09    0.36198E-08    0.48933E-11
  9639    0.17098E-02    0.13895E-06    0.00000E+00    0.30215E-04    0.17105E-09    0.36207E-08    0.48918E-11
  9640    0.17092E-02    0.13928E-06    0.00000E+00    0.30194E-04    0.17102E-09    0.36215E-08    0.48903E-11
  9641    0.17085E-02    0.13962E-06    0.00000E+00    0.30173E-04    0.17099E-09    0.36223E-08    0.48888E-11
  9642    0.17078E-02    0.13997E-06    0.00000E+00    0.30152E-04    0.17096E-09    0.36232E-08    0.48874E-11
  9643    0.17071E-02    0.14032E-06    0.00000E+00    0.30132E-04    0.17093E-09    0.36240E-08    0.48859E-11
  9644    0.17064E-02    0.14067E-06    0.00000E+00    0.30111E-04    0.17090E-09    0.36248E-08    0.48844E-11
  9645    0.17057E-02    0.14103E-06    0.00000E+00    0.30090E-04    0.17087E-09    0.36257E-08    0.48830E-11
  9646    0.17051E-02    0.14140E-06    0.00000E+00    0.30069E-04    0.17084E-09    0.36265E-08    0.48815E-11
  9647    0.17044E-02    0.14177E-06    0.00000E+00    0.30048E-04    0.17081E-09    0.36274E-08    0.48801E-11
  9648    0.17037E-02    0.14214E-06    0.00000E+00    0.30027E-04    0.17078E-09    0.36282E-08    0.48786E-11
  9649    0.17030E-02    0.14252E-06    0.00000E+00    0.30005E-04    0.17075E-09    0.36291E-08    0.48772E-11
  9650    0.17023E-02    0.14290E-06    0.00000E+00    0.29984E-04    0.17072E-09    0.36299E-08    0.48757E-11
  9651    0.17017E-02    0.14329E-06    0.00000E+00    0.29963E-04    0.17069E-09    0.36308E-08    0.48743E-11
  9652    0.17010E-02    0.14368E-06    0.00000E+00    0.29942E-04    0.17066E-09    0.36316E-08    0.48729E-11
  9653    0.17003E-02    0.14407E-06    0.00000E+00    0.29920E-04    0.17063E-09    0.36325E-08    0.48714E-11
  9654    0.16996E-02    0.14447E-06    0.00000E+00    0.29899E-04    0.17060E-09    0.36334E-08    0.48700E-11
  9655    0.16990E-02    0.14488E-06    0.00000E+00    0.29878E-04    0.17057E-09    0.36342E-08    0.48686E-11
  9656    0.16983E-02    0.14529E-06    0.00000E+00    0.29856E-04    0.17054E-09    0.36351E-08    0.48672E-11
