#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   176   0.514831E+04  -0.386926E+02   0.176346E-03  -0.386926E+02   0.858347E+00  -0.829634E-06   0.176346E-03  -0.829634E-06   0.650733E-07
   177   0.517304E+04  -0.380369E+02   0.174898E-03  -0.380369E+02   0.847108E+00  -0.815136E-06   0.174898E-03  -0.815136E-06   0.647267E-07
   178   0.519730E+04  -0.373529E+02   0.173465E-03  -0.373529E+02   0.836089E+00  -0.800930E-06   0.173465E-03  -0.800930E-06   0.643831E-07
   179   0.522110E+04  -0.366409E+02   0.172048E-03  -0.366409E+02   0.824996E+00  -0.787160E-06   0.172048E-03  -0.787160E-06   0.640424E-07
   180   0.524459E+04  -0.359022E+02   0.170646E-03  -0.359022E+02   0.814049E+00  -0.773774E-06   0.170646E-03  -0.773774E-06   0.637047E-07
   181   0.526753E+04  -0.351369E+02   0.169259E-03  -0.351369E+02   0.803249E+00  -0.760671E-06   0.169259E-03  -0.760671E-06   0.633699E-07
   182   0.529002E+04  -0.343435E+02   0.167886E-03  -0.343435E+02   0.792669E+00  -0.747751E-06   0.167886E-03  -0.747751E-06   0.630379E-07
   183   0.531196E+04  -0.335234E+02   0.166527E-03  -0.335234E+02   0.782232E+00  -0.734912E-06   0.166527E-03  -0.734912E-06   0.627088E-07
   184   0.533352E+04  -0.326760E+02   0.165180E-03  -0.326760E+02   0.772014E+00  -0.722054E-06   0.165180E-03  -0.722054E-06   0.623824E-07
   185   0.535463E+04  -0.318034E+02   0.163846E-03  -0.318034E+02   0.762161E+00  -0.709076E-06   0.163846E-03  -0.709076E-06   0.620587E-07
   186   0.537490E+04  -0.309027E+02   0.162525E-03  -0.309027E+02   0.752531E+00  -0.695894E-06   0.162525E-03  -0.695894E-06   0.617377E-07
   187   0.539500E+04  -0.299753E+02   0.161215E-03  -0.299753E+02   0.743267E+00  -0.682487E-06   0.161215E-03  -0.682487E-06   0.614194E-07
   188   0.541457E+04  -0.290228E+02   0.159916E-03  -0.290228E+02   0.734355E+00  -0.668851E-06   0.159916E-03  -0.668851E-06   0.611036E-07
   189   0.543352E+04  -0.280437E+02   0.158629E-03  -0.280437E+02   0.725833E+00  -0.654982E-06   0.158629E-03  -0.654982E-06   0.607903E-07
   190   0.545229E+04  -0.270401E+02   0.157354E-03  -0.270401E+02   0.717755E+00  -0.640877E-06   0.157354E-03  -0.640877E-06   0.604795E-07
   191   0.547014E+04  -0.260091E+02   0.156090E-03  -0.260091E+02   0.710144E+00  -0.626532E-06   0.156090E-03  -0.626532E-06   0.601710E-07
   192   0.548759E+04  -0.249529E+02   0.154837E-03  -0.249529E+02   0.703024E+00  -0.611942E-06   0.154837E-03  -0.611942E-06   0.598649E-07
   193   0.550440E+04  -0.238731E+02   0.153594E-03  -0.238731E+02   0.696440E+00  -0.597118E-06   0.153594E-03  -0.597118E-06   0.595611E-07
   194   0.552081E+04  -0.227672E+02   0.152363E-03  -0.227672E+02   0.690423E+00  -0.582125E-06   0.152363E-03  -0.582125E-06   0.592596E-07
   195   0.553658E+04  -0.216377E+02   0.151143E-03  -0.216377E+02   0.685011E+00  -0.567042E-06   0.151143E-03  -0.567042E-06   0.589605E-07
   196   0.555172E+04  -0.204838E+02   0.149933E-03  -0.204838E+02   0.680240E+00  -0.551948E-06   0.149933E-03  -0.551948E-06   0.586637E-07
   197   0.556637E+04  -0.193069E+02   0.148735E-03  -0.193069E+02   0.676155E+00  -0.536923E-06   0.148735E-03  -0.536923E-06   0.583694E-07
   198   0.558046E+04  -0.181064E+02   0.147548E-03  -0.181064E+02   0.672780E+00  -0.522046E-06   0.147548E-03  -0.522046E-06   0.580775E-07
   199   0.559399E+04  -0.168830E+02   0.146371E-03  -0.168830E+02   0.670153E+00  -0.507396E-06   0.146371E-03  -0.507396E-06   0.577881E-07
   200   0.560696E+04  -0.156374E+02   0.145206E-03  -0.156374E+02   0.668302E+00  -0.493019E-06   0.145206E-03  -0.493019E-06   0.575012E-07
   201   0.561931E+04  -0.143690E+02   0.144051E-03  -0.143690E+02   0.667288E+00  -0.478827E-06   0.144051E-03  -0.478827E-06   0.572168E-07
   202   0.563110E+04  -0.130792E+02   0.142906E-03  -0.130792E+02   0.667119E+00  -0.464701E-06   0.142906E-03  -0.464701E-06   0.569347E-07
   203   0.564229E+04  -0.117673E+02   0.141771E-03  -0.117673E+02   0.667854E+00  -0.450520E-06   0.141771E-03  -0.450520E-06   0.566550E-07
   204   0.565280E+04  -0.104363E+02   0.140645E-03  -0.104363E+02   0.669517E+00  -0.436163E-06   0.140645E-03  -0.436163E-06   0.563774E-07
   205   0.566278E+04  -0.908410E+01   0.139529E-03  -0.908410E+01   0.672151E+00  -0.421510E-06   0.139529E-03  -0.421510E-06   0.561020E-07
   206   0.567211E+04  -0.771188E+01   0.138420E-03  -0.771188E+01   0.675795E+00  -0.406441E-06   0.138420E-03  -0.406441E-06   0.558286E-07
   207   0.568094E+04  -0.632012E+01   0.137320E-03  -0.632012E+01   0.680470E+00  -0.390877E-06   0.137320E-03  -0.390877E-06   0.555572E-07
   208   0.568903E+04  -0.490937E+01   0.136228E-03  -0.490937E+01   0.686231E+00  -0.374914E-06   0.136228E-03  -0.374914E-06   0.552878E-07
   209   0.569655E+04  -0.348000E+01   0.135145E-03  -0.348000E+01   0.693099E+00  -0.358687E-06   0.135145E-03  -0.358687E-06   0.550204E-07
   210   0.570348E+04  -0.203289E+01   0.134070E-03  -0.203289E+01   0.701129E+00  -0.342334E-06   0.134070E-03  -0.342334E-06   0.547550E-07
   211   0.570982E+04  -0.568123E+00   0.133003E-03  -0.568123E+00   0.710350E+00  -0.325992E-06   0.133003E-03  -0.325992E-06   0.544917E-07
   212   0.571542E+04   0.913369E+00   0.131945E-03   0.913369E+00   0.720793E+00  -0.309797E-06   0.131945E-03  -0.309797E-06   0.542305E-07
   213   0.572051E+04   0.241163E+01   0.130896E-03   0.241163E+01   0.732503E+00  -0.293886E-06   0.130896E-03  -0.293886E-06   0.539715E-07
   214   0.572493E+04   0.392544E+01   0.129855E-03   0.392544E+01   0.745475E+00  -0.278358E-06   0.129855E-03  -0.278358E-06   0.537145E-07
   215   0.572875E+04   0.545408E+01   0.128823E-03   0.545408E+01   0.759900E+00  -0.263157E-06   0.128823E-03  -0.263157E-06   0.534597E-07
   216   0.573190E+04   0.699806E+01   0.127800E-03   0.699806E+01   0.775594E+00  -0.248190E-06   0.127800E-03  -0.248190E-06   0.532070E-07
   217   0.573452E+04   0.855538E+01   0.126786E-03   0.855538E+01   0.792712E+00  -0.233362E-06   0.126786E-03  -0.233362E-06   0.529562E-07
   218   0.573645E+04   0.101263E+02   0.125779E-03   0.101263E+02   0.811254E+00  -0.218579E-06   0.125779E-03  -0.218579E-06   0.527074E-07
   219   0.573777E+04   0.117117E+02   0.124781E-03   0.117117E+02   0.831220E+00  -0.203748E-06   0.124781E-03  -0.203748E-06   0.524606E-07
   220   0.573848E+04   0.133072E+02   0.123791E-03   0.133072E+02   0.852759E+00  -0.188774E-06   0.123791E-03  -0.188774E-06   0.522156E-07
   221   0.573857E+04   0.149151E+02   0.122809E-03   0.149151E+02   0.875797E+00  -0.173588E-06   0.122809E-03  -0.173588E-06   0.519725E-07
   222   0.573804E+04   0.165337E+02   0.121835E-03   0.165337E+02   0.900483E+00  -0.158216E-06   0.121835E-03  -0.158216E-06   0.517313E-07
   223   0.573674E+04   0.181639E+02   0.120867E-03   0.181639E+02   0.926745E+00  -0.142707E-06   0.120867E-03  -0.142707E-06   0.514918E-07
   224   0.573497E+04   0.198019E+02   0.119907E-03   0.198019E+02   0.954585E+00  -0.127112E-06   0.119907E-03  -0.127112E-06   0.512540E-07
   225   0.573251E+04   0.214507E+02   0.118953E-03   0.214507E+02   0.984153E+00  -0.111480E-06   0.118953E-03  -0.111480E-06   0.510179E-07
   226   0.572943E+04   0.231064E+02   0.118005E-03   0.231064E+02   0.101545E+01  -0.958603E-07   0.118005E-03  -0.958603E-07   0.507836E-07
   227   0.572565E+04   0.247706E+02   0.117063E-03   0.247706E+02   0.104848E+01  -0.803041E-07   0.117063E-03  -0.803041E-07   0.505508E-07
   228   0.572133E+04   0.264417E+02   0.116127E-03   0.264417E+02   0.108324E+01  -0.648476E-07   0.116127E-03  -0.648476E-07   0.503197E-07
   229   0.571640E+04   0.281184E+02   0.115196E-03   0.281184E+02   0.111981E+01  -0.494754E-07   0.115196E-03  -0.494754E-07   0.500903E-07
   230   0.571079E+04   0.298012E+02   0.114271E-03   0.298012E+02   0.115819E+01  -0.341590E-07   0.114271E-03  -0.341590E-07   0.498625E-07
   231   0.570449E+04   0.314896E+02   0.113354E-03   0.314896E+02   0.119844E+01  -0.188697E-07   0.113354E-03  -0.188697E-07   0.496364E-07
   232   0.569768E+04   0.331820E+02   0.112443E-03   0.331820E+02   0.124051E+01  -0.357908E-08   0.112443E-03  -0.357908E-08   0.494120E-07
   233   0.569028E+04   0.348770E+02   0.111541E-03   0.348770E+02   0.128460E+01   0.117415E-07   0.111541E-03   0.117415E-07   0.491893E-07
   234   0.568214E+04   0.365753E+02   0.110646E-03   0.365753E+02   0.133057E+01   0.271206E-07   0.110646E-03   0.271206E-07   0.489685E-07
   235   0.567349E+04   0.382755E+02   0.109760E-03   0.382755E+02   0.137849E+01   0.425744E-07   0.109760E-03   0.425744E-07   0.487494E-07
   236   0.566419E+04   0.399775E+02   0.108882E-03   0.399775E+02   0.142837E+01   0.580697E-07   0.108882E-03   0.580697E-07   0.485321E-07
   237   0.565430E+04   0.416798E+02   0.108011E-03   0.416798E+02   0.148028E+01   0.735611E-07   0.108011E-03   0.735611E-07   0.483164E-07
   238   0.564382E+04   0.433823E+02   0.107147E-03   0.433823E+02   0.153430E+01   0.890031E-07   0.107147E-03   0.890031E-07   0.481024E-07
   239   0.563282E+04   0.450845E+02   0.106289E-03   0.450845E+02   0.159027E+01   0.104350E-06   0.106289E-03   0.104350E-06   0.478898E-07
   240   0.562108E+04   0.467838E+02   0.105435E-03   0.467838E+02   0.164827E+01   0.119557E-06   0.105435E-03   0.119557E-06   0.476787E-07
   241   0.560888E+04   0.484812E+02   0.104586E-03   0.484812E+02   0.170846E+01   0.134578E-06   0.104586E-03   0.134578E-06   0.474690E-07
   242   0.559608E+04   0.501758E+02   0.103740E-03   0.501758E+02   0.177068E+01   0.149383E-06   0.103740E-03   0.149383E-06   0.472607E-07
   243   0.558268E+04   0.518661E+02   0.102899E-03   0.518661E+02   0.183508E+01   0.164008E-06   0.102899E-03   0.164008E-06   0.470537E-07
   244   0.556866E+04   0.535528E+02   0.102062E-03   0.535528E+02   0.190159E+01   0.178501E-06   0.102062E-03   0.178501E-06   0.468480E-07
   245   0.555405E+04   0.552331E+02   0.101231E-03   0.552331E+02   0.197029E+01   0.192913E-06   0.101231E-03   0.192913E-06   0.466438E-07
   246   0.553890E+04   0.569082E+02   0.100406E-03   0.569082E+02   0.204117E+01   0.207295E-06   0.100406E-03   0.207295E-06   0.464411E-07
   247   0.552322E+04   0.585760E+02   0.995881E-04   0.585760E+02   0.211417E+01   0.221695E-06   0.995881E-04   0.221695E-06   0.462399E-07
   248   0.550693E+04   0.602365E+02   0.987777E-04   0.602365E+02   0.218965E+01   0.236166E-06   0.987777E-04   0.236166E-06   0.460402E-07
   249   0.549018E+04   0.618888E+02   0.979752E-04   0.618888E+02   0.226709E+01   0.250740E-06   0.979752E-04   0.250740E-06   0.458421E-07
   250   0.547282E+04   0.635316E+02   0.971801E-04   0.635316E+02   0.234695E+01   0.265393E-06   0.971801E-04   0.265393E-06   0.456455E-07
   251   0.545500E+04   0.651656E+02   0.963916E-04   0.651656E+02   0.242891E+01   0.280080E-06   0.963916E-04   0.280080E-06   0.454503E-07
   252   0.543648E+04   0.667892E+02   0.956089E-04   0.667892E+02   0.251321E+01   0.294761E-06   0.956089E-04   0.294761E-06   0.452566E-07
   253   0.541765E+04   0.684010E+02   0.948312E-04   0.684010E+02   0.259963E+01   0.309394E-06   0.948312E-04   0.309394E-06   0.450641E-07
   254   0.539820E+04   0.700010E+02   0.940576E-04   0.700010E+02   0.268845E+01   0.323936E-06   0.940576E-04   0.323936E-06   0.448730E-07
   255   0.537820E+04   0.715892E+02   0.932873E-04   0.715892E+02   0.277938E+01   0.338344E-06   0.932873E-04   0.338344E-06   0.446830E-07
   256   0.535773E+04   0.731655E+02   0.925198E-04   0.731655E+02   0.287279E+01   0.352590E-06   0.925198E-04   0.352590E-06   0.444942E-07
   257   0.533679E+04   0.747218E+02   0.917556E-04   0.747218E+02   0.296824E+01   0.366691E-06   0.917556E-04   0.366691E-06   0.443066E-07
   258   0.531530E+04   0.762706E+02   0.909954E-04   0.762706E+02   0.306610E+01   0.380677E-06   0.909954E-04   0.380677E-06   0.441201E-07
   259   0.529335E+04   0.777970E+02   0.902402E-04   0.777970E+02   0.316622E+01   0.394579E-06   0.902402E-04   0.394579E-06   0.439349E-07
   260   0.527100E+04   0.793158E+02   0.894905E-04   0.793158E+02   0.326861E+01   0.408425E-06   0.894905E-04   0.408425E-06   0.437510E-07
   261   0.524812E+04   0.808048E+02   0.887473E-04   0.808048E+02   0.337319E+01   0.422245E-06   0.887473E-04   0.422245E-06   0.435684E-07
   262   0.522470E+04   0.822860E+02   0.880114E-04   0.822860E+02   0.348018E+01   0.436071E-06   0.880114E-04   0.436071E-06   0.433871E-07
   263   0.520112E+04   0.837521E+02   0.872831E-04   0.837521E+02   0.358937E+01   0.449920E-06   0.872831E-04   0.449920E-06   0.432071E-07
   264   0.517693E+04   0.851956E+02   0.865619E-04   0.851956E+02   0.370082E+01   0.463761E-06   0.865619E-04   0.463761E-06   0.430285E-07
   265   0.515221E+04   0.866090E+02   0.858468E-04   0.866090E+02   0.381447E+01   0.477553E-06   0.858468E-04   0.477553E-06   0.428511E-07
   266   0.512717E+04   0.880147E+02   0.851369E-04   0.880147E+02   0.393053E+01   0.491253E-06   0.851369E-04   0.491253E-06   0.426750E-07
   267   0.510161E+04   0.893902E+02   0.844313E-04   0.893902E+02   0.404863E+01   0.504819E-06   0.844313E-04   0.504819E-06   0.425000E-07
   268   0.507565E+04   0.907506E+02   0.837289E-04   0.907506E+02   0.416914E+01   0.518209E-06   0.837289E-04   0.518209E-06   0.423260E-07
   269   0.504916E+04   0.920883E+02   0.830289E-04   0.920883E+02   0.429177E+01   0.531380E-06   0.830289E-04   0.531380E-06   0.421532E-07
   270   0.502243E+04   0.934034E+02   0.823307E-04   0.934034E+02   0.441658E+01   0.544308E-06   0.823307E-04   0.544308E-06   0.419813E-07
   271   0.499524E+04   0.946958E+02   0.816349E-04   0.946958E+02   0.454350E+01   0.557031E-06   0.816349E-04   0.557031E-06   0.418105E-07
   272   0.496782E+04   0.959581E+02   0.809424E-04   0.959581E+02   0.467283E+01   0.569607E-06   0.809424E-04   0.569607E-06   0.416407E-07
   273   0.493993E+04   0.972052E+02   0.802541E-04   0.972052E+02   0.480399E+01   0.582093E-06   0.802541E-04   0.582093E-06   0.414720E-07
   274   0.491173E+04   0.984148E+02   0.795712E-04   0.984148E+02   0.493756E+01   0.594544E-06   0.795712E-04   0.594544E-06   0.413044E-07
   275   0.488315E+04   0.996093E+02   0.788944E-04   0.996093E+02   0.507303E+01   0.607018E-06   0.788944E-04   0.607018E-06   0.411379E-07
   276   0.485433E+04   0.100766E+03   0.782247E-04   0.100766E+03   0.521062E+01   0.619571E-06   0.782247E-04   0.619571E-06   0.409726E-07
   277   0.482506E+04   0.101908E+03   0.775628E-04   0.101908E+03   0.535034E+01   0.632239E-06   0.775628E-04   0.632239E-06   0.408084E-07
   278   0.479555E+04   0.103013E+03   0.769080E-04   0.103013E+03   0.549211E+01   0.644976E-06   0.769080E-04   0.644976E-06   0.406454E-07
   279   0.476573E+04   0.104087E+03   0.762591E-04   0.104087E+03   0.563584E+01   0.657714E-06   0.762591E-04   0.657714E-06   0.404835E-07
   280   0.473559E+04   0.105146E+03   0.756151E-04   0.105146E+03   0.578154E+01   0.670385E-06   0.756151E-04   0.670385E-06   0.403226E-07
   281   0.470529E+04   0.106167E+03   0.749750E-04   0.106167E+03   0.592929E+01   0.682923E-06   0.749750E-04   0.682923E-06   0.401628E-07
   282   0.467452E+04   0.107158E+03   0.743378E-04   0.107158E+03   0.607876E+01   0.695260E-06   0.743378E-04   0.695260E-06   0.400039E-07
   283   0.464358E+04   0.108118E+03   0.737022E-04   0.108118E+03   0.623020E+01   0.707329E-06   0.737022E-04   0.707329E-06   0.398459E-07
   284   0.461239E+04   0.109048E+03   0.730677E-04   0.109048E+03   0.638352E+01   0.719083E-06   0.730677E-04   0.719083E-06   0.396888E-07
   285   0.458095E+04   0.109948E+03   0.724350E-04   0.109948E+03   0.653872E+01   0.730558E-06   0.724350E-04   0.730558E-06   0.395325E-07
   286   0.454920E+04   0.110810E+03   0.718049E-04   0.110810E+03   0.669566E+01   0.741808E-06   0.718049E-04   0.741808E-06   0.393772E-07
   287   0.451721E+04   0.111649E+03   0.711787E-04   0.111649E+03   0.685434E+01   0.752890E-06   0.711787E-04   0.752890E-06   0.392229E-07
   288   0.448507E+04   0.112450E+03   0.705572E-04   0.112450E+03   0.701477E+01   0.763860E-06   0.705572E-04   0.763860E-06   0.390695E-07
   289   0.445268E+04   0.113220E+03   0.699415E-04   0.113220E+03   0.717687E+01   0.774773E-06   0.699415E-04   0.774773E-06   0.389170E-07
   290   0.442015E+04   0.113961E+03   0.693326E-04   0.113961E+03   0.734051E+01   0.785685E-06   0.693326E-04   0.785685E-06   0.387656E-07
   291   0.438746E+04   0.114656E+03   0.687313E-04   0.114656E+03   0.750642E+01   0.796637E-06   0.687313E-04   0.796637E-06   0.386152E-07
   292   0.435433E+04   0.115329E+03   0.681367E-04   0.115329E+03   0.767350E+01   0.807605E-06   0.681367E-04   0.807605E-06   0.384658E-07
   293   0.432134E+04   0.115957E+03   0.675477E-04   0.115957E+03   0.784136E+01   0.818553E-06   0.675477E-04   0.818553E-06   0.383174E-07
   294   0.428805E+04   0.116562E+03   0.669633E-04   0.116562E+03   0.801148E+01   0.829443E-06   0.669633E-04   0.829443E-06   0.381699E-07
   295   0.425484E+04   0.117121E+03   0.663824E-04   0.117121E+03   0.818238E+01   0.840236E-06   0.663824E-04   0.840236E-06   0.380232E-07
   296   0.422133E+04   0.117651E+03   0.658038E-04   0.117651E+03   0.835554E+01   0.850895E-06   0.658038E-04   0.850895E-06   0.378774E-07
   297   0.418775E+04   0.118150E+03   0.652265E-04   0.118150E+03   0.852872E+01   0.861381E-06   0.652265E-04   0.861381E-06   0.377324E-07
   298   0.415395E+04   0.118604E+03   0.646498E-04   0.118604E+03   0.870415E+01   0.871668E-06   0.646498E-04   0.871668E-06   0.375882E-07
   299   0.412015E+04   0.119021E+03   0.640742E-04   0.119021E+03   0.888109E+01   0.881763E-06   0.640742E-04   0.881763E-06   0.374448E-07
   300   0.408620E+04   0.119400E+03   0.635011E-04   0.119400E+03   0.905805E+01   0.891686E-06   0.635011E-04   0.891686E-06   0.373021E-07
   301   0.405218E+04   0.119748E+03   0.629313E-04   0.119748E+03   0.923651E+01   0.901456E-06   0.629313E-04   0.901456E-06   0.371603E-07
   302   0.401816E+04   0.120067E+03   0.623661E-04   0.120067E+03   0.941574E+01   0.911091E-06   0.623661E-04   0.911091E-06   0.370193E-07
   303   0.398407E+04   0.120340E+03   0.618065E-04   0.120340E+03   0.959648E+01   0.920610E-06   0.618065E-04   0.920610E-06   0.368791E-07
   304   0.394989E+04   0.120567E+03   0.612536E-04   0.120567E+03   0.977873E+01   0.930032E-06   0.612536E-04   0.930032E-06   0.367399E-07
   305   0.391572E+04   0.120765E+03   0.607081E-04   0.120765E+03   0.996099E+01   0.939373E-06   0.607081E-04   0.939373E-06   0.366014E-07
   306   0.388147E+04   0.120925E+03   0.601694E-04   0.120925E+03   0.101440E+02   0.948637E-06   0.601694E-04   0.948637E-06   0.364639E-07
   307   0.384721E+04   0.121039E+03   0.596361E-04   0.121039E+03   0.103278E+02   0.957825E-06   0.596361E-04   0.957825E-06   0.363272E-07
   308   0.381296E+04   0.121131E+03   0.591074E-04   0.121131E+03   0.105139E+02   0.966938E-06   0.591074E-04   0.966938E-06   0.361913E-07
   309   0.377877E+04   0.121170E+03   0.585820E-04   0.121170E+03   0.106992E+02   0.975977E-06   0.585820E-04   0.975977E-06   0.360563E-07
   310   0.374452E+04   0.121178E+03   0.580588E-04   0.121178E+03   0.108846E+02   0.984944E-06   0.580588E-04   0.984944E-06   0.359220E-07
   311   0.371033E+04   0.121141E+03   0.575367E-04   0.121141E+03   0.110722E+02   0.993840E-06   0.575367E-04   0.993840E-06   0.357886E-07
   312   0.367622E+04   0.121074E+03   0.570150E-04   0.121074E+03   0.112591E+02   0.100266E-05   0.570150E-04   0.100266E-05   0.356559E-07
   313   0.364210E+04   0.120962E+03   0.564943E-04   0.120962E+03   0.114467E+02   0.101139E-05   0.564943E-04   0.101139E-05   0.355241E-07
   314   0.360806E+04   0.120819E+03   0.559757E-04   0.120819E+03   0.116352E+02   0.102000E-05   0.559757E-04   0.102000E-05   0.353929E-07
   315   0.357409E+04   0.120630E+03   0.554601E-04   0.120630E+03   0.118228E+02   0.102846E-05   0.554601E-04   0.102846E-05   0.352625E-07
   316   0.354018E+04   0.120403E+03   0.549486E-04   0.120403E+03   0.120113E+02   0.103676E-05   0.549486E-04   0.103676E-05   0.351327E-07
   317   0.350635E+04   0.120138E+03   0.544422E-04   0.120138E+03   0.121990E+02   0.104487E-05   0.544422E-04   0.104487E-05   0.350035E-07
   318   0.347259E+04   0.119834E+03   0.539419E-04   0.119834E+03   0.123882E+02   0.105276E-05   0.539419E-04   0.105276E-05   0.348750E-07
