#    L    TT             EE             TE             PP             TP          
   321   0.337208E+04   0.129543E+02   0.118699E+03   0.159994E+07   0.894509E+03
   322   0.333883E+04   0.131420E+02   0.118242E+03   0.159413E+07   0.886375E+03
   323   0.330572E+04   0.133297E+02   0.117748E+03   0.158835E+07   0.878295E+03
   324   0.327276E+04   0.135182E+02   0.117208E+03   0.158261E+07   0.870252E+03
   325   0.324004E+04   0.137038E+02   0.116646E+03   0.157690E+07   0.862230E+03
   326   0.320739E+04   0.138908E+02   0.116031E+03   0.157123E+07   0.854218E+03
   327   0.317497E+04   0.140771E+02   0.115387E+03   0.156560E+07   0.846223E+03
   328   0.314278E+04   0.142620E+02   0.114713E+03   0.156000E+07   0.838260E+03
   329   0.311075E+04   0.144468E+02   0.113993E+03   0.155442E+07   0.830344E+03
   330   0.307893E+04   0.146302E+02   0.113236E+03   0.154888E+07   0.822489E+03
   331   0.304742E+04   0.148129E+02   0.112448E+03   0.154337E+07   0.814708E+03
   332   0.301605E+04   0.149956E+02   0.111630E+03   0.153787E+07   0.807016E+03
   333   0.298490E+04   0.151767E+02   0.110773E+03   0.153240E+07   0.799423E+03
   334   0.295405E+04   0.153572E+02   0.109877E+03   0.152696E+07   0.791924E+03
   335   0.292336E+04   0.155353E+02   0.108944E+03   0.152154E+07   0.784508E+03
   336   0.289296E+04   0.157128E+02   0.107979E+03   0.151615E+07   0.777167E+03
   337   0.286286E+04   0.158895E+02   0.106969E+03   0.151078E+07   0.769889E+03
   338   0.283299E+04   0.160639E+02   0.105936E+03   0.150545E+07   0.762667E+03
   339   0.280351E+04   0.162383E+02   0.104864E+03   0.150015E+07   0.755490E+03
   340   0.277426E+04   0.164104E+02   0.103770E+03   0.149489E+07   0.748350E+03
   341   0.274523E+04   0.165803E+02   0.102630E+03   0.148966E+07   0.741248E+03
   342   0.271659E+04   0.167501E+02   0.101460E+03   0.148446E+07   0.734187E+03
   343   0.268826E+04   0.169170E+02   0.100259E+03   0.147929E+07   0.727169E+03
   344   0.266029E+04   0.170824E+02   0.990280E+02   0.147414E+07   0.720197E+03
   345   0.263256E+04   0.172455E+02   0.977667E+02   0.146902E+07   0.713275E+03
   346   0.260520E+04   0.174080E+02   0.964826E+02   0.146392E+07   0.706404E+03
   347   0.257813E+04   0.175674E+02   0.951610E+02   0.145884E+07   0.699587E+03
   348   0.255144E+04   0.177247E+02   0.938091E+02   0.145378E+07   0.692826E+03
   349   0.252505E+04   0.178805E+02   0.924268E+02   0.144874E+07   0.686122E+03
   350   0.249904E+04   0.180333E+02   0.910215E+02   0.144372E+07   0.679475E+03
   351   0.247355E+04   0.181846E+02   0.895857E+02   0.143873E+07   0.672888E+03
   352   0.244823E+04   0.183337E+02   0.881192E+02   0.143376E+07   0.666361E+03
   353   0.242335E+04   0.184797E+02   0.866367E+02   0.142881E+07   0.659896E+03
   354   0.239878E+04   0.186235E+02   0.851160E+02   0.142390E+07   0.653493E+03
   355   0.237467E+04   0.187650E+02   0.835719E+02   0.141901E+07   0.647152E+03
   356   0.235095E+04   0.189042E+02   0.820120E+02   0.141414E+07   0.640870E+03
   357   0.232760E+04   0.190404E+02   0.804216E+02   0.140930E+07   0.634647E+03
   358   0.230470E+04   0.191729E+02   0.788156E+02   0.140449E+07   0.628480E+03
   359   0.228211E+04   0.193032E+02   0.771793E+02   0.139970E+07   0.622368E+03
   360   0.225998E+04   0.194312E+02   0.755240E+02   0.139494E+07   0.616311E+03
   361   0.223822E+04   0.195562E+02   0.738453E+02   0.139020E+07   0.610305E+03
   362   0.221692E+04   0.196782E+02   0.721462E+02   0.138549E+07   0.604348E+03
   363   0.219599E+04   0.197980E+02   0.704287E+02   0.138080E+07   0.598437E+03
   364   0.217552E+04   0.199132E+02   0.686892E+02   0.137614E+07   0.592569E+03
   365   0.215543E+04   0.200262E+02   0.669335E+02   0.137149E+07   0.586742E+03
   366   0.213580E+04   0.201362E+02   0.651585E+02   0.136687E+07   0.580951E+03
   367   0.211662E+04   0.202417E+02   0.633665E+02   0.136227E+07   0.575195E+03
   368   0.209776E+04   0.203449E+02   0.615589E+02   0.135768E+07   0.569472E+03
   369   0.207950E+04   0.204450E+02   0.597334E+02   0.135312E+07   0.563787E+03
   370   0.206162E+04   0.205414E+02   0.578954E+02   0.134858E+07   0.558148E+03
   371   0.204412E+04   0.206340E+02   0.560412E+02   0.134405E+07   0.552563E+03
   372   0.202708E+04   0.207236E+02   0.541753E+02   0.133955E+07   0.547038E+03
   373   0.201049E+04   0.208095E+02   0.522948E+02   0.133508E+07   0.541581E+03
   374   0.199435E+04   0.208923E+02   0.504034E+02   0.133062E+07   0.536200E+03
   375   0.197860E+04   0.209714E+02   0.485012E+02   0.132619E+07   0.530899E+03
   376   0.196337E+04   0.210475E+02   0.465883E+02   0.132179E+07   0.525669E+03
   377   0.194860E+04   0.211191E+02   0.446675E+02   0.131740E+07   0.520500E+03
   378   0.193421E+04   0.211869E+02   0.427359E+02   0.131304E+07   0.515379E+03
   379   0.192027E+04   0.212517E+02   0.407979E+02   0.130870E+07   0.510295E+03
   380   0.190687E+04   0.213134E+02   0.388512E+02   0.130438E+07   0.505238E+03
   381   0.189385E+04   0.213685E+02   0.368989E+02   0.130007E+07   0.500195E+03
   382   0.188122E+04   0.214220E+02   0.349417E+02   0.129578E+07   0.495159E+03
   383   0.186912E+04   0.214709E+02   0.329781E+02   0.129151E+07   0.490136E+03
   384   0.185755E+04   0.215154E+02   0.310118E+02   0.128726E+07   0.485138E+03
   385   0.184630E+04   0.215576E+02   0.290415E+02   0.128302E+07   0.480174E+03
   386   0.183557E+04   0.215953E+02   0.270693E+02   0.127881E+07   0.475255E+03
   387   0.182522E+04   0.216284E+02   0.250953E+02   0.127462E+07   0.470392E+03
   388   0.181534E+04   0.216579E+02   0.231211E+02   0.127045E+07   0.465594E+03
   389   0.180590E+04   0.216813E+02   0.211465E+02   0.126630E+07   0.460869E+03
   390   0.179693E+04   0.217039E+02   0.191740E+02   0.126217E+07   0.456214E+03
   391   0.178841E+04   0.217213E+02   0.172020E+02   0.125807E+07   0.451622E+03
   392   0.178027E+04   0.217364E+02   0.152334E+02   0.125398E+07   0.447086E+03
   393   0.177267E+04   0.217462E+02   0.132676E+02   0.124991E+07   0.442600E+03
   394   0.176545E+04   0.217522E+02   0.113068E+02   0.124586E+07   0.438157E+03
   395   0.175861E+04   0.217537E+02   0.934943E+01   0.124183E+07   0.433751E+03
   396   0.175230E+04   0.217513E+02   0.739917E+01   0.123781E+07   0.429377E+03
   397   0.174630E+04   0.217452E+02   0.545467E+01   0.123380E+07   0.425034E+03
   398   0.174084E+04   0.217346E+02   0.351729E+01   0.122981E+07   0.420725E+03
   399   0.173576E+04   0.217201E+02   0.158792E+01   0.122584E+07   0.416452E+03
   400   0.173106E+04   0.217019E+02  -0.332507E+00   0.122189E+07   0.412216E+03
   401   0.172682E+04   0.216793E+02  -0.224338E+01   0.121796E+07   0.408020E+03
   402   0.172303E+04   0.216521E+02  -0.414375E+01   0.121405E+07   0.403866E+03
   403   0.171963E+04   0.216220E+02  -0.603301E+01   0.121015E+07   0.399754E+03
   404   0.171661E+04   0.215873E+02  -0.790958E+01   0.120628E+07   0.395684E+03
   405   0.171405E+04   0.215482E+02  -0.977426E+01   0.120243E+07   0.391654E+03
   406   0.171180E+04   0.215061E+02  -0.116248E+02   0.119860E+07   0.387664E+03
   407   0.171000E+04   0.214594E+02  -0.134628E+02   0.119478E+07   0.383713E+03
   408   0.170859E+04   0.214090E+02  -0.152836E+02   0.119098E+07   0.379798E+03
   409   0.170763E+04   0.213554E+02  -0.170895E+02   0.118719E+07   0.375918E+03
   410   0.170698E+04   0.212966E+02  -0.188799E+02   0.118341E+07   0.372074E+03
   411   0.170679E+04   0.212347E+02  -0.206523E+02   0.117965E+07   0.368267E+03
   412   0.170690E+04   0.211690E+02  -0.224075E+02   0.117591E+07   0.364501E+03
   413   0.170740E+04   0.210995E+02  -0.241441E+02   0.117218E+07   0.360780E+03
   414   0.170820E+04   0.210262E+02  -0.258619E+02   0.116847E+07   0.357105E+03
   415   0.170946E+04   0.209499E+02  -0.275588E+02   0.116477E+07   0.353481E+03
   416   0.171103E+04   0.208692E+02  -0.292362E+02   0.116110E+07   0.349911E+03
   417   0.171291E+04   0.207853E+02  -0.308932E+02   0.115744E+07   0.346397E+03
   418   0.171516E+04   0.206963E+02  -0.325271E+02   0.115381E+07   0.342935E+03
   419   0.171780E+04   0.206050E+02  -0.341384E+02   0.115019E+07   0.339521E+03
   420   0.172075E+04   0.205107E+02  -0.357273E+02   0.114659E+07   0.336151E+03
   421   0.172408E+04   0.204126E+02  -0.372921E+02   0.114300E+07   0.332819E+03
   422   0.172771E+04   0.203108E+02  -0.388337E+02   0.113942E+07   0.329521E+03
   423   0.173158E+04   0.202052E+02  -0.403499E+02   0.113586E+07   0.326252E+03
   424   0.173575E+04   0.200965E+02  -0.418413E+02   0.113232E+07   0.323009E+03
   425   0.174031E+04   0.199841E+02  -0.433058E+02   0.112878E+07   0.319792E+03
   426   0.174517E+04   0.198695E+02  -0.447440E+02   0.112526E+07   0.316603E+03
   427   0.175027E+04   0.197510E+02  -0.461566E+02   0.112175E+07   0.313441E+03
   428   0.175568E+04   0.196296E+02  -0.475399E+02   0.111826E+07   0.310309E+03
   429   0.176132E+04   0.195051E+02  -0.488953E+02   0.111479E+07   0.307208E+03
   430   0.176735E+04   0.193783E+02  -0.502229E+02   0.111133E+07   0.304139E+03
   431   0.177361E+04   0.192478E+02  -0.515210E+02   0.110789E+07   0.301102E+03
   432   0.178003E+04   0.191142E+02  -0.527905E+02   0.110447E+07   0.298098E+03
   433   0.178683E+04   0.189791E+02  -0.540283E+02   0.110107E+07   0.295127E+03
   434   0.179379E+04   0.188402E+02  -0.552374E+02   0.109768E+07   0.292188E+03
   435   0.180097E+04   0.186997E+02  -0.564156E+02   0.109431E+07   0.289281E+03
   436   0.180846E+04   0.185561E+02  -0.575628E+02   0.109095E+07   0.286406E+03
   437   0.181618E+04   0.184095E+02  -0.586775E+02   0.108760E+07   0.283562E+03
   438   0.182405E+04   0.182605E+02  -0.597597E+02   0.108426E+07   0.280750E+03
   439   0.183222E+04   0.181100E+02  -0.608110E+02   0.108093E+07   0.277972E+03
   440   0.184054E+04   0.179564E+02  -0.618283E+02   0.107762E+07   0.275232E+03
   441   0.184910E+04   0.178005E+02  -0.628140E+02   0.107432E+07   0.272533E+03
   442   0.185774E+04   0.176425E+02  -0.637658E+02   0.107103E+07   0.269879E+03
   443   0.186668E+04   0.174829E+02  -0.646846E+02   0.106776E+07   0.267273E+03
   444   0.187579E+04   0.173219E+02  -0.655687E+02   0.106451E+07   0.264719E+03
   445   0.188505E+04   0.171573E+02  -0.664191E+02   0.106127E+07   0.262217E+03
   446   0.189440E+04   0.169927E+02  -0.672341E+02   0.105805E+07   0.259764E+03
   447   0.190399E+04   0.168266E+02  -0.680159E+02   0.105485E+07   0.257353E+03
   448   0.191366E+04   0.166575E+02  -0.687630E+02   0.105166E+07   0.254976E+03
   449   0.192355E+04   0.164877E+02  -0.694739E+02   0.104848E+07   0.252628E+03
   450   0.193361E+04   0.163170E+02  -0.701506E+02   0.104532E+07   0.250302E+03
   451   0.194373E+04   0.161440E+02  -0.707910E+02   0.104216E+07   0.247991E+03
   452   0.195394E+04   0.159702E+02  -0.713972E+02   0.103902E+07   0.245690E+03
   453   0.196437E+04   0.157955E+02  -0.719669E+02   0.103589E+07   0.243401E+03
   454   0.197481E+04   0.156193E+02  -0.725016E+02   0.103276E+07   0.241127E+03
   455   0.198532E+04   0.154422E+02  -0.730014E+02   0.102966E+07   0.238871E+03
   456   0.199606E+04   0.152636E+02  -0.734596E+02   0.102656E+07   0.236637E+03
   457   0.200674E+04   0.150850E+02  -0.738904E+02   0.102348E+07   0.234428E+03
   458   0.201757E+04   0.149056E+02  -0.742750E+02   0.102041E+07   0.232247E+03
   459   0.202848E+04   0.147262E+02  -0.746293E+02   0.101736E+07   0.230097E+03
   460   0.203947E+04   0.145453E+02  -0.749472E+02   0.101433E+07   0.227979E+03
   461   0.205047E+04   0.143645E+02  -0.752295E+02   0.101131E+07   0.225894E+03
   462   0.206154E+04   0.141828E+02  -0.754704E+02   0.100830E+07   0.223842E+03
   463   0.207263E+04   0.140020E+02  -0.756884E+02   0.100531E+07   0.221826E+03
   464   0.208371E+04   0.138211E+02  -0.758538E+02   0.100233E+07   0.219845E+03
   465   0.209481E+04   0.136402E+02  -0.759965E+02   0.999363E+06   0.217900E+03
   466   0.210597E+04   0.134586E+02  -0.760942E+02   0.996404E+06   0.215992E+03
   467   0.211722E+04   0.132777E+02  -0.761615E+02   0.993456E+06   0.214119E+03
   468   0.212839E+04   0.130976E+02  -0.761912E+02   0.990519E+06   0.212280E+03
   469   0.213957E+04   0.129167E+02  -0.761904E+02   0.987593E+06   0.210472E+03
   470   0.215083E+04   0.127374E+02  -0.761516E+02   0.984678E+06   0.208696E+03
   471   0.216186E+04   0.125595E+02  -0.760749E+02   0.981774E+06   0.206947E+03
   472   0.217304E+04   0.123816E+02  -0.759674E+02   0.978882E+06   0.205226E+03
   473   0.218415E+04   0.122044E+02  -0.758219E+02   0.976002E+06   0.203530E+03
   474   0.219527E+04   0.120287E+02  -0.756456E+02   0.973133E+06   0.201860E+03
   475   0.220638E+04   0.118530E+02  -0.754313E+02   0.970278E+06   0.200214E+03
   476   0.221735E+04   0.116795E+02  -0.751813E+02   0.967434E+06   0.198592E+03
   477   0.222824E+04   0.115068E+02  -0.749054E+02   0.964604E+06   0.196995E+03
   478   0.223913E+04   0.113348E+02  -0.745849E+02   0.961787E+06   0.195422E+03
   479   0.224996E+04   0.111651E+02  -0.742446E+02   0.958983E+06   0.193873E+03
   480   0.226070E+04   0.109968E+02  -0.738651E+02   0.956193E+06   0.192346E+03
   481   0.227138E+04   0.108300E+02  -0.734502E+02   0.953417E+06   0.190843E+03
   482   0.228205E+04   0.106654E+02  -0.730057E+02   0.950652E+06   0.189362E+03
   483   0.229250E+04   0.105024E+02  -0.725338E+02   0.947899E+06   0.187903E+03
   484   0.230281E+04   0.103416E+02  -0.720285E+02   0.945157E+06   0.186464E+03
   485   0.231319E+04   0.101823E+02  -0.714913E+02   0.942425E+06   0.185046E+03
   486   0.232342E+04   0.100259E+02  -0.709242E+02   0.939703E+06   0.183647E+03
   487   0.233350E+04   0.987186E+01  -0.703274E+02   0.936989E+06   0.182267E+03
   488   0.234344E+04   0.971931E+01  -0.696999E+02   0.934285E+06   0.180906E+03
   489   0.235330E+04   0.956976E+01  -0.690435E+02   0.931591E+06   0.179562E+03
   490   0.236309E+04   0.942320E+01  -0.683573E+02   0.928908E+06   0.178234E+03
   491   0.237259E+04   0.927891E+01  -0.676444E+02   0.926237E+06   0.176923E+03
   492   0.238208E+04   0.913763E+01  -0.669041E+02   0.923578E+06   0.175627E+03
   493   0.239142E+04   0.899787E+01  -0.661349E+02   0.920932E+06   0.174346E+03
   494   0.240062E+04   0.886260E+01  -0.653407E+02   0.918299E+06   0.173080E+03
   495   0.240959E+04   0.872960E+01  -0.645198E+02   0.915680E+06   0.171831E+03
   496   0.241842E+04   0.860035E+01  -0.636739E+02   0.913072E+06   0.170604E+03
   497   0.242709E+04   0.847411E+01  -0.628020E+02   0.910476E+06   0.169402E+03
   498   0.243561E+04   0.835015E+01  -0.619073E+02   0.907890E+06   0.168230E+03
   499   0.244406E+04   0.823068E+01  -0.609867E+02   0.905314E+06   0.167092E+03
   500   0.245228E+04   0.811349E+01  -0.600446E+02   0.902746E+06   0.165990E+03
   501   0.246020E+04   0.800081E+01  -0.590796E+02   0.900186E+06   0.164929E+03
   502   0.246811E+04   0.789188E+01  -0.580917E+02   0.897635E+06   0.163903E+03
   503   0.247573E+04   0.778596E+01  -0.570831E+02   0.895093E+06   0.162909E+03
   504   0.248312E+04   0.768381E+01  -0.560523E+02   0.892561E+06   0.161941E+03
   505   0.249050E+04   0.758616E+01  -0.550032E+02   0.890040E+06   0.160995E+03
   506   0.249752E+04   0.749241E+01  -0.539335E+02   0.887531E+06   0.160066E+03
   507   0.250446E+04   0.740228E+01  -0.528455E+02   0.885033E+06   0.159148E+03
   508   0.251110E+04   0.731679E+01  -0.517384E+02   0.882549E+06   0.158238E+03
   509   0.251759E+04   0.723499E+01  -0.506152E+02   0.880077E+06   0.157337E+03
   510   0.252378E+04   0.715755E+01  -0.494751E+02   0.877617E+06   0.156447E+03
   511   0.252990E+04   0.708417E+01  -0.483182E+02   0.875167E+06   0.155571E+03
   512   0.253571E+04   0.701531E+01  -0.471459E+02   0.872727E+06   0.154709E+03
   513   0.254137E+04   0.695074E+01  -0.459596E+02   0.870296E+06   0.153865E+03
   514   0.254680E+04   0.689076E+01  -0.447595E+02   0.867874E+06   0.153041E+03
   515   0.255201E+04   0.683531E+01  -0.435453E+02   0.865459E+06   0.152238E+03
   516   0.255699E+04   0.678445E+01  -0.423188E+02   0.863052E+06   0.151455E+03
   517   0.256166E+04   0.673835E+01  -0.410806E+02   0.860654E+06   0.150690E+03
   518   0.256619E+04   0.669684E+01  -0.398315E+02   0.858264E+06   0.149942E+03
   519   0.257056E+04   0.666015E+01  -0.385709E+02   0.855884E+06   0.149209E+03
   520   0.257463E+04   0.662821E+01  -0.373017E+02   0.853513E+06   0.148488E+03
   521   0.257839E+04   0.660109E+01  -0.360239E+02   0.851151E+06   0.147779E+03
   522   0.258193E+04   0.657903E+01  -0.347376E+02   0.848800E+06   0.147080E+03
   523   0.258532E+04   0.656186E+01  -0.334443E+02   0.846459E+06   0.146390E+03
   524   0.258848E+04   0.654959E+01  -0.321447E+02   0.844128E+06   0.145712E+03
   525   0.259127E+04   0.654237E+01  -0.308381E+02   0.841808E+06   0.145045E+03
   526   0.259390E+04   0.654020E+01  -0.295267E+02   0.839498E+06   0.144391E+03
   527   0.259646E+04   0.654308E+01  -0.282113E+02   0.837199E+06   0.143749E+03
   528   0.259864E+04   0.655102E+01  -0.268932E+02   0.834911E+06   0.143121E+03
   529   0.260059E+04   0.656430E+01  -0.255712E+02   0.832633E+06   0.142507E+03
   530   0.260224E+04   0.658271E+01  -0.242488E+02   0.830366E+06   0.141909E+03
   531   0.260389E+04   0.660618E+01  -0.229232E+02   0.828108E+06   0.141328E+03
   532   0.260508E+04   0.663499E+01  -0.215981E+02   0.825859E+06   0.140766E+03
   533   0.260605E+04   0.666901E+01  -0.202734E+02   0.823619E+06   0.140224E+03
   534   0.260678E+04   0.670832E+01  -0.189500E+02   0.821387E+06   0.139703E+03
   535   0.260729E+04   0.675297E+01  -0.176286E+02   0.819163E+06   0.139206E+03
   536   0.260756E+04   0.680284E+01  -0.163092E+02   0.816946E+06   0.138733E+03
   537   0.260768E+04   0.685798E+01  -0.149933E+02   0.814737E+06   0.138282E+03
   538   0.260742E+04   0.691857E+01  -0.136818E+02   0.812536E+06   0.137850E+03
   539   0.260701E+04   0.698429E+01  -0.123752E+02   0.810343E+06   0.137437E+03
   540   0.260637E+04   0.705559E+01  -0.110745E+02   0.808160E+06   0.137038E+03
   541   0.260543E+04   0.713204E+01  -0.977962E+01   0.805986E+06   0.136652E+03
   542   0.260434E+04   0.721386E+01  -0.849277E+01   0.803823E+06   0.136276E+03
   543   0.260296E+04   0.730112E+01  -0.721354E+01   0.801670E+06   0.135909E+03
   544   0.260142E+04   0.739367E+01  -0.594293E+01   0.799528E+06   0.135552E+03
   545   0.259958E+04   0.749151E+01  -0.468155E+01   0.797395E+06   0.135206E+03
   546   0.259759E+04   0.759441E+01  -0.343046E+01   0.795271E+06   0.134873E+03
   547   0.259529E+04   0.770259E+01  -0.218997E+01   0.793156E+06   0.134555E+03
   548   0.259283E+04   0.781605E+01  -0.961157E+00   0.791049E+06   0.134253E+03
   549   0.259015E+04   0.793479E+01   0.255267E+00   0.788949E+06   0.133970E+03
   550   0.258723E+04   0.805880E+01   0.145870E+01   0.786857E+06   0.133706E+03
